"","GTEX-Y8DK-0011-R10A-SM-HAKY1","GTEX-UTHO-0011-R10A-SM-HAKY2","GTEX-P44H-0011-R10A-SM-HAKXX","GTEX-RU72-0011-R10A-SM-HAKXS","GTEX-QVJO-0011-R10A-SM-HAKXV","GTEX-R55F-0011-R10A-SM-HAKXY","GTEX-RN5K-0011-R10A-SM-HAKXU","GTEX-NPJ7-0011-R10A-SM-HAKXW","GTEX-WVLH-0011-R10A-SM-HAKXZ"
"PCYT2",3191,1015,2010,1234,1122,1489,1464,1226,3433
"NAT8L",23733,5100,12752,7956,5989,11346,12462,6850,16240
"OR6C76",0,0,0,0,1,0,0,0,0
"NPAP1",64,110,129,172,84,72,217,91,29
"BCAP31",5674,1826,3388,2422,2645,2199,2129,2929,5651
"ARL17A",109,93,86,197,159,82,211,213,84
"GNB1L",316,174,173,195,145,254,372,136,263
"DNAH14",685,492,717,789,625,709,592,767,1108
"CCDC190",48,15,64,117,97,38,96,36,101
"EVI2B",110,118,152,104,154,80,101,112,96
"TMEM210",6,2,2,2,5,4,6,1,2
"NPIPB4",311,421,288,328,239,480,807,349,168
"ZNF829",667,327,668,473,396,557,569,550,598
"TMPRSS11B",0,0,0,0,0,1,0,0,0
"THNSL1",1413,536,714,661,631,692,484,868,1399
"TRIM69",4202,1709,1713,2230,1693,2735,4976,2268,3970
"ATP6V0C",15,16,10,15,9,13,19,11,11
"IFITM1",238,112,317,217,138,197,1148,305,239
"PRSS38",0,1,1,1,0,2,1,0,0
"BPY2C",0,0,0,0,0,0,0,0,0
"LAMP1",6329,2746,5096,2639,2264,2408,3371,2934,6320
"FFAR3",0,1,2,2,0,0,0,0,0
"TAS2R60",4,0,7,2,1,1,2,0,0
"POMK",10003,4203,6616,5249,5296,5488,3190,5931,9337
"C16orf54",10,2,31,5,13,8,30,8,17
"KLHDC8B",1115,306,428,456,511,507,585,453,1073
"KLHL34",253,98,138,255,124,215,267,116,170
"SETD4",1260,872,1313,921,787,1146,957,846,1332
"PTCH1",2367,1284,1669,1577,1240,1636,2275,1206,2117
"RTN4RL1",2520,647,1262,889,948,961,1063,838,2527
"OR4C46",0,0,0,0,0,0,0,0,0
"CALHM1",353,92,153,203,139,158,194,167,407
"KRTAP5-5",1,0,0,1,1,0,0,0,0
"NKAIN3",10151,2281,8941,10229,5930,8878,12232,5859,9381
"RNPC3",2963,2539,2379,2974,2193,3336,3871,2788,2136
"ZNF267",1042,345,881,446,477,515,420,661,913
"IRS2",7872,3069,6675,4331,2775,4503,6391,4271,6266
"C7orf61",21,23,3,19,15,24,81,15,16
"FAM186A",62,85,33,122,97,99,186,80,37
"LCE3A",0,0,0,0,0,0,0,0,0
"BICD2",5569,2294,3278,2690,2069,2778,2812,2487,4980
"LCE3E",0,0,0,0,0,0,0,0,0
"CCIN",46,14,13,9,9,14,25,16,44
"TMLHE",885,299,419,508,455,535,436,508,692
"GRK1",26,11,17,14,13,19,21,10,15
"DEFB128",0,0,0,0,0,0,0,0,0
"SLITRK2",4272,2009,2826,2689,1712,2507,3331,1681,3405
"PLK5",173,126,94,94,119,272,137,66,107
"RASA3",3630,1649,2537,1830,1658,2466,2670,1560,2711
"LRCH3",2515,2315,2125,2354,1861,2375,2717,2125,2283
"LEMD1",6,2,6,4,4,6,0,6,9
"ATP4B",11,11,5,21,13,15,6,3,3
"NDUFA13",138,101,92,120,64,163,248,80,90
"ZNF566",1388,790,930,961,762,1018,693,938,1193
"ZNF529",2164,1152,1855,1498,1276,1363,1191,1634,2178
"ZNF284",199,80,93,136,80,132,144,137,145
"HTR3E",18,37,9,37,13,29,67,18,10
"DLEU7",541,153,313,220,223,228,105,240,554
"KRT73",0,0,0,0,0,0,0,0,0
"TAL2",7,3,0,2,1,1,9,9,7
"AIDA",1276,616,804,723,669,986,925,982,1197
"CDIN1",421,266,284,329,301,341,280,316,384
"CD300LF",46,68,62,76,52,71,127,69,28
"ZPBP2",0,1,3,0,1,0,1,0,0
"KRT5",312,12,66,50,24,49,17,13,235
"NBPF6",0,0,2,2,0,0,2,1,0
"GSAP",1335,841,987,1208,1024,935,992,990,1319
"HTR3D",2,9,6,7,2,6,9,7,2
"OR4F5",0,0,1,0,0,0,0,0,0
"AGBL4",1798,965,1219,1400,1003,1334,1159,1330,1685
"ARGFX",24,36,24,36,21,54,15,29,6
"CYP2R1",522,389,440,506,487,478,392,566,509
"LRRC70",15,20,27,20,31,16,18,31,10
"ANKRD46",6893,1930,3810,2223,2730,2672,1256,3482,6730
"PIP5K1C",11123,3554,5688,6892,3872,6254,12713,3885,8575
"OR5D14",1,0,1,0,0,0,2,1,0
"CYP4F2",9,2,16,7,11,11,9,8,0
"TEX38",7,8,26,13,7,15,10,7,10
"OR5D18",1,0,1,1,1,0,0,0,1
"ZBTB6",1392,473,1125,658,613,597,529,806,1375
"C2orf76",286,104,176,159,136,181,166,186,236
"TAS2R42",5,12,4,5,2,12,4,7,0
"POLR3C",1737,783,1240,853,787,931,685,1056,1784
"PRR30",0,0,0,0,0,0,0,0,0
"DEFB131A",1,0,0,1,0,0,0,1,0
"UBL4B",8,1,9,5,9,7,8,12,17
"WWOX",1337,632,1048,826,766,873,956,741,1189
"CYP4Z1",161,124,97,203,104,197,162,117,140
"CENATAC",1057,1202,1231,1324,1188,1244,1378,1119,768
"BCL9L",1401,596,888,803,600,871,1718,529,919
"POLR1D",1745,739,1259,978,862,1174,1074,1065,1714
"KIF18B",16,8,15,11,8,21,36,31,9
"ZNRF1",1182,513,850,768,507,701,1094,499,1170
"FFAR4",265,63,188,97,53,132,46,70,382
"BPIFB3",0,0,0,0,0,0,1,0,0
"BPIFB4",1,0,1,2,2,0,1,1,0
"SAPCD2",434,100,324,131,71,189,119,66,314
"EDARADD",4,3,16,3,6,2,4,6,4
"SLC51B",39,20,19,12,21,20,66,16,31
"CYP4F12",55,15,7,36,24,4,14,7,11
"MTARC1",1153,402,481,707,477,580,707,716,1043
"LCE5A",1,1,0,3,1,0,1,1,1
"SOWAHB",2046,551,1839,712,709,868,399,881,2893
"BLOC1S4",321,103,199,123,97,153,169,140,326
"LCE1E",0,0,0,0,0,0,0,0,1
"ZNF749",727,471,435,546,457,639,602,472,643
"KLHL32",2430,1846,2215,1379,1360,1251,1096,1524,2585
"MRTFB",28610,14139,21979,19264,16311,18443,16645,19398,25865
"BTLA",7,8,2,4,4,11,16,12,10
"ZNF17",796,764,602,862,718,1087,1003,800,715
"KDM4D",138,40,150,54,48,56,46,87,149
"GPAT2",105,207,140,135,164,117,127,102,185
"TOR3A",928,400,769,528,475,473,715,576,912
"PABPC1L2A",232,92,163,102,118,191,70,152,195
"GABRA5",3447,1148,2980,2531,1776,2317,1901,2588,7863
"PPP1CC",6218,2319,3288,2867,2784,2519,2826,2900,5575
"ZNF555",1551,748,1164,1203,844,1020,909,914,1348
"OR10T2",0,0,0,0,0,0,0,0,0
"NAP1L3",18125,5161,10738,7123,6724,6596,2720,9321,19504
"PRELID2",770,435,654,596,440,716,433,593,697
"BACE1",3482,1749,3418,2044,1831,1875,2368,1982,3623
"RGS9BP",77,31,39,27,30,48,79,17,81
"TMEM212",6,21,12,25,26,20,22,34,8
"SLC36A3",6,3,18,21,14,10,5,14,6
"SLC36A2",4,1,16,3,8,6,5,4,3
"THBS2",998,2479,438,408,666,378,542,332,1658
"RXRA",4796,1654,2125,2545,2370,3658,5198,2491,3730
"ANKRD37",200,97,122,170,71,276,252,113,212
"NUDT17",136,83,133,94,67,126,137,82,147
"MINAR2",4,8,17,14,8,6,7,6,7
"ZNF75D",1177,522,705,711,578,833,717,748,1186
"CYP4X1",1514,654,795,802,782,865,499,960,1395
"KRT26",0,0,0,0,0,0,0,0,0
"KRT10",225,79,159,100,98,99,137,128,207
"GOLGA8R",49,30,57,49,44,74,74,34,57
"CD300E",8,7,26,4,5,4,41,3,8
"CCDC30",2364,1519,1461,1930,1453,2376,2041,1797,1855
"NKRF",2441,860,1336,979,1053,918,611,1248,2293
"GLDN",1369,3585,4836,479,1103,542,789,873,1790
"FCAR",9,9,37,11,10,16,53,19,10
"KPNA4",8930,3100,5929,4199,3866,4493,3366,4390,9056
"TRDN",34,17,31,69,30,39,68,108,60
"OR6P1",0,0,0,0,0,0,0,0,0
"KRT3",6,5,7,7,6,4,8,6,3
"ZNF501",360,172,368,244,242,280,265,306,342
"ZNF197",2566,1460,2121,1933,1600,1885,2038,1997,2337
"SPATA12",5,16,3,5,6,18,67,17,6
"TMPRSS12",2,11,7,10,9,13,18,12,0
"FAM228A",107,109,96,149,92,117,157,102,99
"DEFB132",0,0,0,0,0,1,0,0,1
"NAP1L2",13158,3180,6925,3859,4642,4036,1538,5957,13450
"RPS23",7590,1456,4841,3613,2133,2210,2367,3384,9995
"GNG2",6286,1756,5017,2622,2549,2855,812,3858,7716
"BTN3A2",466,168,105,249,388,114,3438,196,318
"AKAP14",17,5,9,11,1,9,7,4,11
"PCLO",30613,16239,26067,26281,19807,24236,22640,23624,33804
"KLK12",0,0,0,0,0,0,0,0,0
"RGS7BP",10536,3104,6201,5124,4261,4840,2066,5428,10529
"INSIG1",3590,1553,1753,2156,1390,1845,1367,1351,6365
"MYT1L",26336,10510,14804,15833,12313,16546,11857,13632,22943
"C5orf38",2,0,1,1,0,1,3,1,2
"ZNF396",292,125,239,162,164,165,104,194,304
"TMEM222",1991,542,1328,914,749,840,1182,834,1956
"OR9Q1",3,0,1,4,1,3,1,5,5
"CLCNKA",18,5,7,7,5,15,19,7,1
"OR9Q2",3,2,3,4,4,3,1,4,1
"ARHGAP30",184,144,279,104,150,191,372,158,170
"SEPTIN10",713,663,896,663,537,524,867,544,1011
"FAM86B1",358,458,214,658,293,352,259,448,533
"CYP4F8",2,3,1,1,2,7,5,1,0
"CYP4F3",141,47,66,65,130,38,34,36,69
"SMYD4",1299,734,783,925,680,894,1022,857,1097
"DEFB105A",0,0,0,0,0,0,0,0,0
"FOXD2",4,5,5,4,3,4,6,4,19
"GPATCH8",4456,3898,4914,4656,3668,4775,5655,4196,3331
"CEACAM19",193,219,173,218,174,265,298,124,72
"DEFB107A",0,0,0,0,0,0,0,0,0
"NF2",9497,3448,4874,5800,3787,6176,5652,4204,7285
"SMIM29",1637,506,814,737,454,1133,1005,593,1942
"DEFB106A",0,0,0,0,0,0,0,0,0
"SPATC1",54,30,8,40,22,39,131,9,18
"UBE2H",8834,3253,6889,4369,4173,5314,4968,5136,8659
"DEFB105B",0,0,0,0,0,0,0,0,0
"HPDL",100,29,95,40,27,54,41,16,73
"KATNA1",367,239,329,292,235,313,343,323,334
"FSD2",65,119,87,119,92,149,170,77,54
"ARAP1",1904,1735,1514,1422,1507,1519,3075,1282,1860
"KIF24",303,181,254,229,204,240,295,199,230
"PDE2A",14475,5013,7086,7636,5901,6910,7257,5632,14091
"SPDYE17",4,1,4,2,9,2,12,6,5
"CARMIL3",914,518,502,735,562,793,1090,469,820
"PRG2",0,0,2,0,0,0,0,0,0
"PRR5",259,120,163,169,161,243,453,120,271
"ZFP91",4899,1948,3715,2487,1948,2346,1802,2192,4728
"C17orf58",589,125,439,220,178,313,198,276,574
"BCDIN3D",251,127,162,131,108,126,154,123,183
"MAGEE2",466,253,248,169,232,315,263,308,367
"CYP27C1",46,25,22,48,29,26,15,43,70
"LYRM7",5492,1792,3266,2676,2244,2972,1723,2844,5149
"CFAP73",19,15,18,21,8,18,23,16,23
"CCDC73",32,25,11,34,13,31,16,26,38
"BCR",12091,3646,6466,5593,4787,6524,7684,4820,10135
"OR10H1",1,3,3,6,0,0,5,0,0
"MPPED1",8848,2316,4046,4612,3308,4630,3835,3638,9665
"FSCN2",56,36,61,44,41,55,120,24,51
"FOXI2",0,0,0,0,0,1,1,0,0
"SPIN4",252,233,265,274,224,253,232,226,299
"ZNF732",60,119,66,106,129,182,153,68,37
"SPIN2B",208,88,126,76,92,108,58,133,203
"SPATA31D3",0,0,0,0,0,0,0,0,0
"FOXE3",3,2,15,4,2,5,0,3,6
"HYAL3",279,156,99,172,123,239,204,111,322
"KCNK18",4,2,2,2,3,10,1,1,6
"IFNA10",0,1,0,1,2,3,2,1,0
"VSIG10L",176,65,153,96,64,106,119,81,183
"CXCR3",15,13,4,24,12,28,54,3,7
"ZNF397",3375,2385,2330,2099,1914,2075,2377,2070,2949
"ZSCAN30",1484,1234,1235,1474,1277,1430,1627,1481,1340
"TPCN1",4180,2224,2775,2671,2409,2791,4631,2039,3111
"LILRB4",264,97,220,66,205,119,123,98,223
"TNFRSF4",22,7,17,11,16,16,53,11,14
"KRT16",0,0,0,0,0,0,1,2,0
"HEXIM1",3604,1461,1956,1673,1375,1733,1628,1491,2747
"SELENOV",9,4,14,8,5,11,8,12,7
"LCE1A",0,0,0,0,0,0,0,0,0
"KRT14",1,0,0,0,0,0,0,0,0
"TRABD2A",164,284,381,621,392,511,489,565,935
"KRTAP17-1",0,0,0,0,0,1,0,0,0
"PDZD7",975,577,468,717,622,764,1097,490,857
"POFUT2",749,526,630,579,450,674,841,484,690
"QRFPR",77,28,49,46,48,21,59,40,101
"MAPT",35090,13507,21521,19718,14359,19202,22386,17241,34971
"ERCC6L",47,71,96,86,87,82,126,64,39
"OR13F1",1,6,1,9,9,18,29,21,2
"OR5D3P",1,0,1,2,0,0,0,0,1
"TMEM17",422,113,331,142,136,159,130,147,507
"TNFRSF18",50,13,22,22,18,18,108,10,57
"FGF3",3,0,0,0,0,0,0,0,0
"C1QL4",7,2,10,5,1,3,5,3,9
"RTN4RL2",386,120,310,215,150,224,488,149,372
"ZDHHC17",9463,3553,5737,4808,4917,4313,2982,5782,10375
"SERPINA11",8,0,3,1,0,0,1,0,10
"P2RY4",8,7,16,19,7,11,27,8,9
"ZNF395",1410,645,1226,852,766,1228,1408,930,1193
"ZACN",42,36,41,56,34,48,70,19,33
"KRTAP22-1",1,0,0,0,1,0,0,1,0
"KRTAP19-6",0,0,0,1,0,0,0,0,0
"KRTAP6-2",0,0,0,1,0,0,0,1,0
"OR13C8",0,4,3,3,4,10,11,8,0
"PPARA",2143,1009,1463,1532,1202,1575,3168,1289,1657
"TMEM232",1889,819,1104,1399,1112,1422,1143,1424,1569
"KRTAP19-2",0,0,0,0,0,0,0,0,0
"KRTAP19-4",0,0,0,0,0,0,0,0,0
"KRTAP15-1",0,0,0,0,0,0,0,0,0
"KRTAP13-4",0,0,0,0,0,0,0,0,0
"FAM183A",2,2,0,0,2,2,0,2,5
"EFCAB6",1391,648,1020,1011,748,1119,998,949,1522
"KRTAP19-5",0,0,0,0,0,0,0,0,0
"KRTAP23-1",0,0,0,0,0,0,0,0,0
"KANK3",240,130,136,115,71,167,434,110,226
"EMID1",1395,364,678,567,540,621,1384,342,1149
"ACTL7A",4,5,11,8,16,8,6,5,4
"KRTAP21-1",1,0,0,0,0,0,0,1,0
"RHD",45,96,54,168,59,195,146,138,33
"ESPN",14,5,8,8,10,19,21,1,11
"PNLIPRP1",1,18,2,16,0,5,2,9,0
"PTRH1",14,25,26,34,15,19,30,21,16
"KRTAP21-2",0,0,0,0,0,0,0,0,0
"SAMD7",1,7,4,3,2,9,5,5,4
"GPR141",6,22,17,2,13,2,10,6,12
"TMPRSS6",19,15,15,25,21,20,66,14,11
"CYP4A11",15,17,23,36,11,14,12,7,5
"TMEM216",199,112,179,186,135,186,231,155,205
"RPS19BP1",2567,870,1635,975,784,1363,1240,924,2465
"TMPRSS11A",31,78,72,96,139,99,212,201,36
"TMEM262",19,16,7,19,9,20,49,9,7
"C3orf70",3551,1192,3170,2419,1641,3093,3614,2545,3057
"TEAD1",2958,1943,2496,2987,2267,2460,4006,2637,2497
"OR2AK2",20,70,30,120,18,74,76,22,13
"DEFB106B",0,0,0,0,0,0,0,0,0
"PLCD1",1019,394,687,724,538,870,1722,837,903
"CCK",11383,2005,3597,2399,2575,2970,1485,2203,12642
"ENTPD5",728,369,774,555,416,473,625,490,767
"MITF",637,413,678,344,378,277,452,360,481
"HEATR4",361,310,284,452,340,435,609,312,253
"NAP1L1",24014,8391,15262,12167,11188,11456,8141,13692,21176
"LILRA5",3,6,66,0,1,3,51,2,3
"CMC1",495,245,340,323,257,297,282,352,369
"SLIT1",7166,4817,8045,7335,5655,5762,8741,7418,13377
"LYPD6",1033,270,635,690,496,669,686,570,1303
"AKR1C1",332,303,209,335,273,302,406,518,597
"VSTM2B",959,493,955,624,408,554,698,500,1180
"FOXD3",1,0,0,0,0,0,3,1,0
"SPATA21",11,29,33,21,21,18,61,19,17
"RNF220",5256,3921,3383,2378,2155,2225,2599,2118,5328
"ANGPTL5",13,20,11,19,25,23,15,19,30
"SHTN1",8105,8644,11862,5630,5040,5209,6825,5987,9042
"H1-7",13,10,25,20,8,17,12,8,15
"LCE4A",0,0,0,0,0,0,1,0,0
"LCE2A",0,0,0,0,0,0,0,0,0
"KRTAP12-1",0,0,0,0,0,0,0,0,0
"LCE2C",0,0,0,0,0,0,0,0,0
"ZNF546",1300,973,792,1248,1140,1226,1276,1137,1136
"TSPYL4",20814,6294,12744,8277,7381,8357,4680,10273,20583
"DAZ3",0,0,0,0,0,0,0,0,0
"MT1X",135,80,565,211,60,731,568,764,180
"GCNT1",464,458,583,710,457,354,461,754,918
"LCE2D",0,0,0,0,1,0,0,0,0
"SESTD1",8725,4531,7568,5064,5121,4644,3638,5513,7944
"LCE3B",0,0,0,0,0,0,0,0,0
"FNBP1",4563,3916,4764,3491,2537,3584,6378,2664,4005
"DYNC2H1",9179,4355,4790,6000,5935,6610,5454,6670,7195
"KRT12",9,9,10,5,8,12,11,10,3
"MAGED4B",10,3,3,2,2,4,8,8,12
"BCAM",701,184,419,350,404,374,1066,337,682
"RSBN1L",3584,1365,2407,1871,1494,1681,1758,1826,3156
"NPSR1",11,5,6,17,3,7,17,31,13
"WDR86",249,133,179,192,92,253,206,61,346
"EPOR",291,161,115,202,155,165,520,147,218
"FAM9C",6,3,7,4,2,4,4,5,6
"KRTAP9-8",0,0,0,0,0,0,0,0,0
"CIDEC",7,2,2,0,1,4,4,1,3
"DCC",2728,1523,2264,1959,1610,1674,1502,1913,2142
"TAF9B",2741,958,2408,1253,1238,1353,963,1879,3182
"PCDHB13",1070,473,666,716,560,674,673,575,780
"MAGI2",14614,8975,10704,12125,9281,12737,12934,11715,11688
"LUZP2",1464,495,1017,1086,817,878,434,961,2120
"LHFPL3",628,246,390,443,295,373,191,318,753
"CHP1",8937,2016,5006,3205,2431,3819,2258,2776,8552
"FPR3",28,31,54,46,51,38,68,38,22
"H1-6",2,22,5,7,8,0,12,6,2
"C11orf96",152,65,103,65,93,94,235,104,301
"KCNJ11",2013,382,784,687,587,730,610,563,1521
"CDHR4",2,5,2,1,5,1,1,0,2
"COL4A1",883,611,511,692,1271,1630,1789,1238,736
"PLEKHG7",0,3,5,2,5,3,4,5,2
"GJA4",125,139,66,144,141,194,403,103,118
"PTMA",9671,4630,8645,5275,3647,4281,5601,4398,10661
"H2AP",9,6,8,2,1,8,5,7,6
"HSPA14",770,355,649,392,460,447,261,533,793
"ATP13A5",189,124,134,244,147,195,316,117,124
"SIRT7",575,521,443,513,446,532,803,414,483
"PRR27",0,0,0,0,0,0,0,0,1
"IFT140",2315,1264,814,1722,1200,1798,2012,1264,1835
"POTEG",2,0,2,0,1,2,2,0,2
"PRAMEF10",0,0,0,0,0,0,0,0,0
"AGMO",10,7,35,21,12,11,11,18,11
"SBK2",1,0,4,0,1,2,2,0,0
"CYP26C1",13,32,30,21,19,21,31,32,32
"TLR5",139,66,80,77,163,105,201,128,134
"USP7",13031,4814,8309,5006,5803,5513,4022,6230,12703
"NANOS3",263,94,109,142,109,168,214,125,288
"FOXD4L3",4,6,11,13,10,14,10,8,6
"NHLRC1",216,101,282,129,115,100,90,186,258
"DPPA3",0,0,0,0,0,0,1,0,0
"COX8C",12,8,4,12,4,9,17,13,3
"PLEKHN1",11,4,2,5,4,3,7,3,1
"ZNF385C",81,44,101,64,36,70,121,66,67
"MAGEH1",3961,1049,2334,1226,1461,1269,640,1856,4624
"TET3",3880,2137,2997,2216,2083,2177,2903,1943,2994
"ZNF286A",373,289,307,275,266,255,205,293,520
"ISG15",671,158,397,199,211,142,444,104,515
"EXD3",1088,709,680,889,578,1137,1509,487,700
"OR5W2",0,0,0,0,0,0,0,0,0
"MYMK",0,4,4,1,0,0,0,0,1
"C17orf97",188,109,210,109,107,100,164,85,311
"ZKSCAN4",588,309,432,424,339,393,311,353,554
"RGPD1",21,16,9,46,20,35,24,65,12
"DHRS4L2",258,109,150,112,137,122,157,112,153
"SAMD11",42,28,12,20,23,27,53,9,39
"PERM1",4,3,2,4,3,2,9,4,10
"VMAC",167,181,135,166,90,160,336,110,119
"C5orf52",1,2,2,2,2,1,1,0,1
"HAPLN4",3,2,3,2,1,3,3,0,3
"ERC2",9303,4604,8217,8250,5478,7221,7143,7039,10736
"B3GLCT",1625,715,1235,1138,862,571,922,1153,1816
"SPRY4",1841,446,892,1049,561,472,1116,531,1693
"ERAS",15,5,13,6,7,15,11,2,16
"TRPV2",744,194,411,278,437,398,207,264,544
"AMTN",0,0,0,0,0,0,0,0,0
"EZHIP",22,25,23,36,25,41,53,31,16
"C2orf88",619,681,690,833,586,593,843,702,648
"OR2T27",4,0,2,4,0,0,3,0,0
"TMEM203",1574,428,943,510,556,610,676,680,1639
"SLC18A3",2,0,0,1,1,0,5,2,2
"KBTBD12",765,276,578,665,400,645,771,559,746
"THSD4",694,338,554,522,619,571,812,722,760
"DNAJB13",4,8,7,10,7,19,25,8,8
"GABRD",8911,1754,3412,2312,2674,3067,2154,1967,7616
"AMY1C",0,0,0,0,0,0,0,0,0
"TCEA1",3112,1070,2393,1539,1355,1627,1580,1666,2836
"NHEJ1",243,180,206,191,172,192,206,168,176
"FANCA",442,227,323,413,228,388,304,246,346
"SECISBP2",4033,2499,3324,2972,2583,2815,2378,3004,3771
"OR52B6",5,4,3,8,6,1,21,3,1
"C9orf153",20,117,9,55,35,72,124,26,46
"SSX7",0,0,0,0,0,0,0,0,0
"ADH1A",8,7,1,4,9,5,17,11,4
"SEMA4D",5618,7446,6995,3508,3042,3174,6060,2815,5901
"KRTAP10-8",0,0,0,0,0,0,0,0,0
"LIN28B",107,66,91,82,78,98,46,77,95
"DIPK1C",646,414,854,262,180,260,302,188,723
"DNAH17",359,606,487,346,307,289,500,277,399
"MCRS1",2793,1057,1349,1241,1127,1358,1081,1175,2408
"TMEM72",31,29,33,36,23,22,57,30,15
"FANCM",941,553,764,670,630,591,372,570,889
"FAM205C",13,1,13,10,14,7,8,4,13
"ZNF70",732,587,361,703,423,751,893,501,513
"CARD9",187,137,170,174,259,405,413,151,144
"PEAR1",186,181,178,150,172,200,416,124,173
"ZFP69B",917,443,899,539,490,741,495,452,764
"TMEM202",0,1,0,3,1,0,2,1,1
"SOWAHD",15,9,6,7,6,3,16,5,12
"ZFP69",319,144,353,204,213,226,268,181,349
"HELT",0,0,0,0,0,0,0,1,0
"RTL4",15,4,16,4,11,14,2,10,9
"TMEM220",146,73,280,159,173,195,177,205,170
"C2orf78",2,1,5,0,1,8,3,2,2
"H1-2",3356,1075,2383,1812,2086,1890,1684,2233,3447
"PLSCR3",6,0,5,4,2,2,12,2,2
"EIF4EBP1",88,48,84,48,42,90,89,70,68
"P2RX2",10,10,8,14,6,9,15,4,9
"ASCL4",2,0,2,1,0,1,0,0,3
"OR6C75",0,1,0,0,0,0,1,0,1
"CCDC157",215,139,150,187,141,178,223,111,195
"TTC24",21,12,8,16,25,15,20,16,15
"FAM122A",1422,489,943,734,630,641,598,653,1393
"PALM3",92,30,55,45,53,39,59,49,81
"GFRAL",2,3,9,12,10,13,10,15,3
"FYB2",77,21,57,50,64,59,39,49,55
"SHISA7",3032,1712,2546,2324,1270,2295,2523,1219,1985
"LRRC74B",37,12,10,22,15,20,22,10,16
"DMBT1",18,76,48,14,22,14,7,8,28
"CLEC17A",45,24,38,8,23,53,13,16,42
"OR51I2",5,14,5,25,18,5,42,11,2
"LCN10",3,5,0,1,6,5,5,0,3
"LDLRAD2",7,2,5,7,8,2,18,7,9
"C2orf66",10,2,9,13,9,13,7,10,6
"OVCH1",83,127,42,115,104,173,96,118,54
"CYHR1",2328,1304,1345,1583,1381,1929,2771,1247,1977
"COL14A1",278,125,86,136,363,126,162,176,481
"DNER",9925,3193,6656,3293,3388,3613,2378,3689,9825
"CPSF4L",14,11,14,15,12,16,33,13,15
"KLHL17",370,192,129,255,226,332,381,157,300
"ZCCHC13",0,0,0,1,0,0,0,1,0
"PLA2G2C",55,34,31,38,38,19,15,36,64
"ZSCAN23",252,289,206,358,264,434,443,360,310
"RINL",429,130,163,163,132,210,201,145,395
"C17orf99",2,1,2,2,0,2,0,1,0
"OR7D2",10,11,5,14,9,16,7,9,16
"TPRG1",48,27,43,40,36,49,52,38,39
"MORN2",913,226,506,340,350,389,252,464,906
"RTP5",424,214,170,240,194,259,204,138,340
"S100A3",2,2,8,2,1,17,9,3,3
"UBQLN2",6351,2730,4664,3078,2770,3056,2248,3392,5562
"RILPL1",1386,892,890,869,572,998,1261,645,1140
"C19orf67",35,26,17,19,25,30,65,25,16
"ZNF490",1015,574,607,676,545,788,762,612,817
"CLCN1",14,13,14,21,10,10,14,17,8
"NRN1L",0,0,0,1,0,0,6,1,1
"NWD1",3137,894,550,1647,984,2471,2907,536,1439
"ARL4C",7077,1292,3331,2642,2021,2802,1867,2082,7449
"RNF133",35,100,56,86,105,121,82,125,21
"TMEM221",217,43,137,72,70,105,100,79,217
"TREML4",3,0,6,0,0,4,7,0,1
"RAB42",34,23,21,49,16,38,83,24,32
"WNT7B",359,86,75,69,74,206,272,36,265
"C11orf95",3290,831,2082,1573,906,1865,1805,1029,2909
"SCGB1C1",0,2,3,2,2,4,1,3,0
"PRSS45P",0,0,0,0,0,0,1,0,0
"PLA2G4E",4,7,13,6,11,8,12,8,2
"GPR89B",302,245,230,265,281,266,217,277,242
"MESP2",50,15,51,22,22,33,26,25,68
"FAM25A",0,0,0,0,0,0,0,1,0
"EYS",147,149,143,181,179,249,134,193,171
"C6orf132",11,7,22,5,6,5,20,4,5
"DAZ1",0,0,0,0,0,0,0,0,0
"OR2AG2",46,35,41,86,68,81,52,49,47
"MAPK12",1630,722,913,1462,1007,1493,2085,770,1754
"TMEM215",77,41,29,31,43,35,11,24,90
"NUTM2G",66,81,87,95,66,103,203,71,37
"COL4A5",1634,2935,2642,1068,1767,551,1474,1267,1877
"KRTAP10-6",0,0,0,0,1,0,0,0,0
"AGRN",6637,2692,3211,3241,1987,5085,6040,1009,5811
"NHS",2177,566,1409,1146,893,1921,2363,800,1634
"OTOG",39,11,10,12,16,12,26,9,11
"FAM166A",14,8,9,11,9,10,19,12,3
"TMPPE",1145,463,560,780,705,652,773,794,940
"ZNF626",1167,521,974,722,618,819,644,911,1452
"HEPACAM2",6,5,9,8,7,2,8,6,11
"SMTNL2",17,9,11,4,8,22,29,15,41
"ZC3H6",5653,2926,5141,3646,2845,3473,3378,3758,5153
"LAMTOR4",2311,665,1365,780,853,1137,926,920,2410
"PRKAR1B",30487,8561,17188,10617,9604,11705,8213,11716,31010
"NUTM2B",91,98,27,38,75,77,69,46,79
"NCR3LG1",3381,1486,2341,2375,1561,2508,1833,1680,3170
"DCUN1D3",1414,547,861,698,558,715,636,658,1303
"POTEE",5,1,1,2,1,3,4,3,3
"ZNF793",1375,824,946,1163,916,1232,1260,1034,1263
"TUBB4B",9210,4086,5342,3560,3393,4090,3256,4518,9263
"AGAP4",314,330,231,370,287,398,482,290,156
"COMMD6",1125,325,545,431,449,554,408,569,1078
"PLA2G2A",0,0,1,0,0,0,1,0,1
"IL17REL",12,22,10,109,15,15,80,5,60
"HYKK",431,108,156,223,176,212,245,230,275
