"","C3N-03446","C3N-03450","C3N-03452","C3N-03026","C3N-01197","C3N-02684","C3N-01191","C3N-01365"
"SRGAP2B",291,358,570,465,319,439,758,472
"FUT4",219,317,309,348,142,251,449,246
"ASB13",699,732,1205,988,735,841,682,1008
"SLC35F1",1146,1759,2850,2305,2195,3134,1017,3106
"ZNF34",444,483,640,417,401,470,649,550
"ZNF781",159,259,364,284,180,251,223,336
"ZNF140",582,628,806,766,426,601,762,671
"INCA1",133,114,192,181,94,135,101,153
"ZNF774",719,423,765,388,345,419,227,468
"PTPN1",1714,1376,1870,1694,920,1191,1377,1406
"EVL",3169,3559,4843,5896,3482,4079,3784,4501
"SPANXD",2,2,8,0,1,5,8,6
"THEM5",294,188,237,184,341,316,181,300
"NOXO1",0,0,0,1,0,0,0,0
"EPHB4",2104,142,330,312,156,130,267,159
"PRTN3",2,13,12,10,25,6,0,20
"ZNF765",641,626,731,796,342,550,959,550
"ZNF124",727,599,1165,1158,1083,950,1017,1168
"XRCC6",7553,4751,6543,7536,4086,5780,5651,7074
"S100A5",13,2,7,17,5,8,2,3
"C20orf204",464,68,94,84,72,82,121,75
"PPP1R26",1364,1064,1897,1762,1165,1560,681,1694
"NBPF4",1,0,2,2,1,0,1,0
"TSC22D2",2230,2008,2809,2294,1587,2552,1523,2485
"CRYBA4",11,2,5,7,6,2,0,7
"NPIPB15",14,89,17,84,5,90,13,143
"ZNF569",536,512,726,690,428,602,568,777
"ARMCX4",1575,2173,2739,1911,1931,2116,1724,2447
"YRDC",251,275,340,299,249,298,287,373
"ZNF777",431,440,549,452,325,442,370,459
"PIK3R4",2081,1948,2976,2658,1811,2285,2636,2689
"ZNF775",117,221,196,219,173,152,396,146
"ZNF605",1240,1286,1930,1701,1286,1543,1653,1710
"TRAPPC2",479,787,909,874,601,806,708,936
"RFX8",75,53,92,47,154,55,14,71
"MYL6B",681,791,1667,1625,1162,1388,517,1685
"ZNF799",229,180,261,229,155,190,218,195
"FGF16",5,4,3,9,1,1,0,3
"SIAH1",452,453,522,437,232,297,474,269
"GK2",4,5,4,0,2,2,5,5
"C20orf96",201,174,339,181,132,186,120,144
"ESRRG",837,522,1146,540,963,654,278,679
"IPO4",29,19,15,18,4,12,11,9
"NCOR2",7157,5446,6344,4351,2433,3484,3748,3207
"SULT1A1",731,441,689,681,607,669,237,741
"ARL9",29,54,50,66,40,67,27,79
"PRPF40A",3038,2840,3859,3861,2080,2839,4233,3004
"GDAP2",2459,2097,3068,2758,2249,2348,2414,2840
"TCEAL3",764,1186,1619,2051,1342,1814,1962,1670
"ANAPC7",1330,1125,1722,1526,974,1198,1327,1453
"TPK1",325,352,525,558,492,405,409,511
"SLC6A9",556,1170,884,537,299,1025,3139,571
"AFAP1",441,550,1049,803,429,664,454,598
"NACA",3253,3628,5292,6269,3229,3840,5028,4538
"MYO18A",7572,10793,11139,7964,4856,6962,12854,6379
"OR2T3",0,1,1,3,2,0,0,3
"SPTSSB",168,118,192,102,412,248,29,305
"BORCS6",117,147,172,179,124,126,193,147
"MAN2A2",3977,9372,7690,5705,4000,6185,13464,5570
"MME",266,24,99,68,285,54,28,95
"FAM72A",22,23,29,25,7,10,14,18
"CCDC196",129,144,173,147,150,166,201,215
"CACNA1H",374,298,866,405,176,523,85,770
"SULF2",1267,1557,2438,2418,1327,1555,1414,1918
"HBG2",5,2,3,5,2,1,2,1
"LAMA2",4126,3909,4525,6308,2697,1961,4074,2183
"PFN3",1,0,0,1,0,0,0,1
"PLXNB2",12450,3950,5425,4510,1763,2276,2345,2172
"OR5AC2",0,0,0,2,0,0,0,0
"AJAP1",2805,4509,6708,4684,3125,6055,2568,6440
"XRCC2",482,102,120,106,89,91,224,142
"MYO6",5876,8296,10177,7572,4961,6117,13001,7012
"MRTFA",1971,1791,2164,1827,1045,1578,1071,1777
"MBD3L2B",0,0,0,0,0,0,0,0
"HDAC2",1812,1640,2032,2057,1072,1628,1925,1835
"ZNF782",978,933,1178,1064,962,1021,1297,1273
"SLC22A25",135,225,191,395,462,514,31,818
"POTEF",200,10,4,2,2,0,2,5
"ZNF846",626,1201,1205,1244,610,978,1257,1148
"MMP1",2818,0,3,0,0,0,0,0
"ADH1B",247,127,109,74,92,174,132,124
"UGT2B15",3,1,0,0,0,2,6,0
"TCF4",6890,11543,16589,14286,11046,12027,12910,14221
"WNK3",939,1286,1901,1677,1372,1619,1177,2035
"SDHAF3",140,84,165,170,81,94,122,122
"HRH1",373,483,1122,1131,498,904,127,970
"RABL6",2522,2351,3299,3253,2380,2690,2201,2934
"ZNF136",757,750,1027,949,667,909,970,867
"ZKSCAN5",1190,1080,1481,1456,1002,1203,1414,1474
"ZNF502",428,297,501,375,308,364,483,399
"TRAPPC4",532,563,861,935,592,708,981,824
"TTC30B",258,267,371,347,216,248,344,275
"SLC30A10",248,450,995,858,356,691,270,751
"TECPR2",2827,5711,5817,4137,2454,4577,6705,4395
"TLR7",839,452,848,1504,94,216,1018,165
"FAM180B",59,17,91,69,51,52,21,49
"ZFP62",3170,1095,1611,1663,1130,1279,1810,1520
"ERI2",665,557,623,583,437,530,916,651
"TOMM7",1668,1882,3076,4180,2996,2701,2788,3600
"HSH2D",94,9,20,16,22,2,18,5
"TRPV1",540,548,453,369,237,406,680,400
"ZNF33B",1373,984,1672,1735,1004,1233,555,1630
"ZNF512B",3901,1350,1718,1685,1148,1590,1008,1629
"AMZ2",1781,1642,3504,2637,1738,1986,1661,2489
"ZNF431",1921,1151,1455,1370,713,1093,1523,1144
"ALKAL1",0,0,2,0,0,0,0,0
"NF1",11332,12768,17289,12387,9241,14393,13610,15078
"VKORC1L1",5424,1846,2729,2243,1229,2259,1964,2607
"ZNF418",827,1422,1359,1397,1288,1417,1741,1855
"DAPK1",10563,4222,8529,6584,4431,5040,1481,6548
"LCE1B",0,0,0,0,0,0,0,0
"HLA-DQA1",726,494,1403,3468,88,264,663,122
"COL27A1",1503,425,1382,1020,368,342,244,445
"GM2A",2613,3903,5374,7254,1772,2291,6175,2437
"H2AC13",763,35,19,53,8,23,13,12
"CLPSL2",3,1,3,3,1,2,0,8
"S100A2",128,18,33,18,9,14,14,9
"ZNF700",810,575,818,810,468,554,626,695
"POU3F4",50,58,137,62,42,58,31,46
"OR14A16",1,0,3,2,1,4,1,12
"CD47",9717,7521,9856,8470,5649,8431,10708,9911
"OR52K1",85,12,16,42,7,15,41,6
"TLE1",3172,1515,2045,2004,1247,1907,947,2219
"MAML3",624,692,948,842,379,442,810,439
"H2AC11",476,72,55,171,33,28,71,32
"STRN3",2202,1461,2304,2213,1481,1815,1939,2154
"ZNF239",326,185,307,334,245,272,229,353
"SPINK14",9,8,3,5,5,10,18,11
"SPRR2B",0,0,0,0,0,0,0,0
"CHRNG",135,62,51,48,64,49,49,46
"ZSCAN16",218,158,183,191,116,149,382,196
"MVB12B",4114,8177,5104,3777,1511,3201,9902,2916
"ILRUN",4751,3912,6134,5187,4668,4759,2673,4814
"OR11G2",1,1,1,1,2,2,1,0
"POTEI",10,8,4,2,3,0,0,4
"ADA",218,363,405,265,143,140,289,215
"ARID5A",407,646,746,861,297,354,505,337
"PATE2",89,69,78,81,78,83,15,91
"PPTC7",1611,840,1435,966,872,1100,586,1129
"KRT39",31,6,6,10,5,11,13,7
"TOMM20L",17,15,15,16,8,19,13,19
"RGPD4",14,44,26,153,115,70,13,20
"NHLRC2",2288,2350,3130,2597,1598,1911,2728,2124
"H2AC7",1,1,0,1,0,0,3,0
"ZFP28",746,907,1427,1120,765,1099,1365,1311
"CRACDL",1141,1653,2065,2443,1759,2464,295,3431
"CBWD3",215,123,236,185,261,194,165,316
"SCN8A",7144,7556,12527,9205,9219,14237,1201,16486
"LAMB3",2389,152,525,346,295,274,121,283
"H2BU1",208,77,112,163,141,176,51,188
"TEX43",1,3,2,2,6,1,3,5
"KPNA5",1121,1268,1968,1744,1711,1880,1455,2043
"ANKRD36B",1685,2245,1989,1970,2567,2553,2614,3183
"ARHGEF12",13644,14019,26218,24867,16298,19606,8237,24434
"HCAR1",276,23,65,76,21,17,15,11
"PDLIM7",476,183,550,455,245,246,106,248
"FLNA",25897,8194,22234,10886,4277,4628,4782,4899
"TMEM26",46,115,104,124,30,37,10,40
"SRGAP1",1896,1919,2087,1504,635,1147,1574,1003
"FAM3C",920,915,1146,1464,1050,1535,441,1671
"NOP9",1247,979,1304,1315,873,1132,1277,1100
"OR2T4",3,5,4,4,18,8,4,13
"ZNF705A",2,5,4,5,1,2,2,6
"SLC39A10",2269,3369,6457,5760,4675,7709,1962,10382
"CASP4",1092,224,460,799,285,100,271,162
"AP2A1",3311,4278,6652,4243,2463,4083,2534,4067
"ZNF585A",1113,950,1139,901,618,912,1043,1136
"FUT11",862,725,1111,1059,631,844,929,885
"SMIM10L2B",376,798,1234,1024,949,1641,219,2053
"ANXA4",4237,967,1267,1194,519,824,1428,709
"LAGE3",294,270,458,605,331,451,260,496
"WDR5B",409,239,334,423,193,242,498,238
"FAM163B",1378,1714,3821,2204,2297,3499,184,4479
"NPIPB9",17,4,5,2,4,5,8,0
"WDR45",455,479,754,700,480,489,653,527
"METTL9",1718,1723,3010,3137,1655,2179,1667,2680
"ZNF138",1067,1085,1466,1044,972,1181,1153,1581
"ZNF429",1318,658,1010,1015,766,835,858,1025
"ZNF470",940,921,1688,1292,876,1405,1379,1256
"SERTAD1",321,125,210,235,142,149,206,187
"ZNF100",893,1482,997,726,451,389,572,792
"EOLA2",330,421,510,457,286,371,384,482
"ZNF398",1511,1402,2100,1689,1314,1728,1427,1791
"ZSCAN25",1207,1074,1289,1156,820,1087,1218,1115
"ANXA6",5521,5591,11102,9198,7551,9739,2065,11056
"ZNF441",890,901,1160,1350,1071,1140,741,1545
"GMFB",1975,2912,3979,4672,2249,4112,3878,4778
"SIGLEC15",54,45,75,73,33,38,42,51
"ZNF420",651,500,653,712,420,574,721,673
"ZNF763",88,71,105,128,86,83,119,78
"ZMYM1",498,355,521,504,228,307,554,350
"DTHD1",73,59,54,51,25,38,125,44
"H4C3",935,889,1496,1892,1804,1498,1402,2213
"ZSCAN26",779,967,1325,1061,849,994,1101,1052
"MAFG",1424,1588,2181,1975,1314,2071,1232,2187
"ARRDC1",1040,496,788,944,573,591,552,730
"KIAA1671",4858,3019,5480,2955,2274,3298,965,3216
"KRT35",0,0,2,1,0,0,0,2
"IGF2R",18458,6265,8664,7983,4098,4879,5974,4863
"LCE1C",0,0,0,0,0,0,0,0
"GAL3ST4",298,693,683,707,99,164,408,149
"DYNC1H1",48348,65061,89019,65191,44169,77091,58549,75695
"SLC6A17",3515,3564,9237,3255,4350,6579,310,6852
"IFNL3",0,1,0,1,1,2,0,1
"PCBP2",2265,2154,2602,1711,918,1649,2157,1510
"ZGPAT",492,101,152,174,86,119,148,100
"SLC25A29",1762,1233,1382,1518,892,1187,2554,1384
"PGAP1",1761,2324,3470,2522,1642,3099,1639,3722
"SRC",1194,796,1445,1141,660,962,383,1172
"ZNF679",2,2,0,0,0,0,0,0
"ZNF682",728,462,446,406,279,394,437,600
"OR8B8",0,2,2,2,2,1,0,1
"ZNF772",935,1140,1831,1562,1148,1472,1538,1844
"ZNF257",413,81,183,262,119,72,134,137
"PCNX3",3688,2232,2384,1643,914,1380,1549,1414
"ADAM32",235,288,483,465,647,413,361,737
"ACSL5",307,396,603,621,320,384,335,337
"LRRC8B",1938,3937,4761,4349,2388,4478,4543,5311
"ABCB8",1510,1661,1852,1642,1344,1402,1918,1672
"H3C12",244,25,9,37,15,2,4,2
"SND1",7232,4257,5826,5290,2740,3629,3909,4455
"ZNF785",393,289,408,399,328,343,392,382
"SULT1A2",48,14,11,27,19,28,10,38
"NEK5",173,181,273,268,162,266,227,326
"PSMD12",2224,1909,2851,2155,1927,2439,1565,2618
"MAGEA6",17,1,0,0,0,0,0,0
"ADGRA1",646,977,1440,618,710,1253,203,1195
"PIWIL2",47,87,99,70,72,125,130,70
"NOL4L",2086,2415,2359,1677,850,1800,2593,1718
"CYSRT1",85,29,55,62,45,49,22,57
"SLC22A4",300,248,588,290,265,219,187,238
"ZSCAN5B",0,3,3,9,1,7,1,12
"ENTPD4",2663,3314,5002,3878,3210,4306,3083,4478
"C1D",294,316,408,501,327,453,425,391
"TBC1D9B",6741,6903,10066,7949,4526,5412,8736,6255
"OR1J2",8,5,11,2,0,4,1,6
"H4C11",49,28,26,41,31,48,20,16
"SLC2A7",0,0,1,1,0,0,1,0
"FAM110D",27,31,33,98,56,47,16,41
"SERPINA1",121,362,609,2190,398,169,498,133
"TPSB2",11,0,12,4,2,1,1,1
"KANK2",2002,881,2401,2305,548,767,615,675
"C6orf141",196,48,52,278,2,59,25,83
"GTF2E2",368,418,599,698,393,474,446,579
"IL27",1,2,7,11,4,2,7,2
"GUCA2A",3,0,1,0,0,0,0,0
"RAD54B",62,36,61,73,78,63,54,64
"ZNF165",157,42,78,79,51,68,55,71
"SYNGAP1",1337,2008,3127,2467,1285,2470,526,2656
"FITM2",1357,732,1154,877,713,1027,643,1048
"BLM",384,272,351,404,272,296,273,308
"ZNF720",1309,741,1272,940,745,916,826,1003
"OR10D3",2,1,1,0,2,1,0,0
"DDI2",2325,2089,2873,2852,1546,2391,2565,2531
"SVIL",5784,1169,2770,3303,1109,1110,697,1421
"TRIM33",3079,3558,4791,4645,3183,4161,3937,5067
"LRP10",3519,3088,4377,2991,987,1274,2610,1139
"PELI1",1421,1611,1335,2069,684,976,2356,1326
"ZNF655",4345,3866,5048,4498,2908,3768,4709,4246
"MRPL21",506,403,572,542,413,424,351,646
"LYPD2",1,0,2,1,2,1,1,3
"UAP1L1",741,994,1137,1083,428,512,1300,577
"ZNF98",121,119,206,192,246,136,57,201
"FBXL22",57,45,73,64,61,67,36,76
"ZNF786",472,435,733,684,434,647,339,714
"ZNF517",475,495,590,627,507,609,652,588
"S100A7L2",0,0,1,0,0,0,0,1
"ZNF675",649,547,744,800,477,666,586,929
"SLC22A5",762,911,1387,970,692,783,674,790
"DACT3",635,1334,1429,1544,1262,1522,1932,1821
"ADARB1",1615,1378,2921,1779,1487,1839,411,2264
"ZNF860",108,52,78,64,74,95,12,127
"HTT",9169,10912,16894,12792,6673,12695,5983,12272
"OR6N1",0,0,0,0,2,1,0,0
"C5AR1",285,283,352,414,166,58,198,110
"DIO3",17,31,18,51,27,21,7,20
"CYP2B6",9,1,1,0,2,0,0,1
"H3C4",0,0,0,2,0,0,0,0
"DCHS2",226,726,1825,1175,470,1445,434,1479
"VEPH1",3195,37,53,51,47,33,40,54
"FABP12",0,4,1,3,4,2,0,6
"SHPK",48,94,94,70,33,78,133,40
"OR51D1",0,0,1,0,1,0,0,1
"IPP",570,695,1007,753,426,588,804,638
"OPALIN",1624,9314,7249,6054,3527,7093,14229,6541
"OR13G1",6,5,3,32,13,11,2,19
"MAP3K5",4340,3605,6144,7038,3439,3958,2865,5035
"OGDHL",1754,1819,3684,2696,3979,3757,354,4005
"CYP2F1",42,2,9,1,5,3,0,9
"GSTK1",1358,1699,2330,2311,1280,1462,1664,1477
"HNRNPAB",2212,881,1037,1238,578,827,1120,785
"OR2L5",69,101,86,74,126,45,53,88
"STMN3",2989,4719,6988,7987,5557,7125,1166,9486
"PDGFA",852,1594,1422,1539,989,1383,3340,1315
"GYPE",41,105,97,249,154,191,57,207
"COL13A1",203,66,288,344,56,85,31,102
"SPN",143,170,420,647,54,104,414,87
"ZNF695",70,8,10,16,18,23,4,21
"PCDHB11",247,304,761,339,218,393,209,486
"ZNF628",111,99,89,77,61,57,40,52
"GALP",0,0,4,1,0,0,0,0
"SLC2A10",1459,277,463,469,155,208,146,195
"ZNF665",211,163,231,210,166,190,306,219
"RPF2",522,399,649,679,446,537,487,617
"SLC28A3",11,7,7,15,9,10,14,5
"FAM177B",140,352,162,217,46,198,397,160
"MIB2",1232,994,1407,1523,1350,1288,1134,1453
"OR6Y1",0,0,0,0,0,0,1,1
"MYO5A",12854,18114,29445,24188,19914,27192,10861,32464
"GZMM",11,10,17,17,7,12,12,8
"ATG7",1865,2552,3644,3898,2082,2113,2226,2597
"SIPA1L1",5974,6546,9896,7555,4881,7023,3096,9481
"TTC30A",417,318,704,447,293,370,438,496
"ELANE",0,2,7,5,9,4,0,3
"RAB40C",2369,995,1565,1229,1063,1272,599,1873
"PIGN",1150,1694,2028,2246,1313,1512,2884,1806
"COL4A6",64,93,156,156,19,56,101,44
"ZNF624",315,579,716,677,329,510,844,610
"HOXA4",1,1,0,0,0,0,0,0
"TOPORS",996,1024,1354,1615,920,1199,1612,1454
"BCO2",325,366,689,545,618,496,522,510
"KCNMB2",55,137,167,224,154,172,111,228
"ENTPD6",3843,3203,5042,4999,2964,4600,1648,6055
"DMBX1",23,0,2,0,1,4,0,0
"OR11L1",2,1,2,2,4,1,1,3
"ENPP1",236,211,310,475,98,142,427,241
"CCDC154",31,30,47,50,50,45,49,53
"FAR1",3033,4116,4378,3918,2278,3309,8770,4144
"CPLANE1",6295,5444,7467,6780,5205,5936,5193,7681
"ZNF841",1350,1245,1607,1413,992,1158,1414,1600
"MFAP5",27,16,27,31,12,31,18,15
"MYH6",16,73,33,24,11,31,130,37
"ZNF615",654,769,1062,1089,744,869,992,1130
"EOLA1",250,335,406,420,256,388,328,412
"CDC42SE1",2416,3301,3407,4155,2131,2270,4413,2494
"MPEG1",970,479,1308,2144,184,261,883,273
"SERPINB2",1,1,1,3,1,2,0,0
"DPP4",386,143,332,330,407,194,57,221
"SERPINB13",1,0,4,3,1,0,0,9
"PDCD1LG2",98,152,101,200,72,64,275,67
"ZNF433",270,283,362,304,212,244,192,336
"CCER1",0,0,1,0,1,0,0,0
"DNAH10",483,552,880,472,358,515,460,527
"SLC22A24",66,133,125,191,242,280,22,452
"OR51C1P",0,0,0,3,1,0,0,1
"KRTAP26-1",0,0,0,0,0,0,0,0
"SPTAN1",47173,49264,84749,65513,45604,68375,21454,72018
"NMB",113,193,204,207,42,61,268,79
"PARVA",2259,1896,3720,2735,1636,2397,704,2255
"KLHL14",12,56,69,48,66,58,15,98
"OR6C74",0,0,0,0,0,0,0,0
"FAM114A1",1037,1079,1026,1159,319,417,1267,445
"RPE",1700,1839,2156,2164,1631,1915,2188,2323
"ZNF460",3153,3924,4855,4537,2435,3905,4758,4206
"CR1L",6,8,4,6,8,3,4,15
"PHF2",1935,2498,2735,2275,1342,1844,3555,1787
"RPS26",737,758,872,1308,1759,890,3216,868
"SCGB1D4",0,0,0,0,0,0,0,0
"PSAP",50654,54893,79607,106999,35048,45069,54277,51550
"S100A10",2544,294,600,957,86,120,286,84
"CFAP43",327,358,717,480,375,401,430,390
"LHFPL5",291,268,501,366,281,364,135,452
"RPL37A",6345,6834,10391,15401,9645,9726,12219,11986
"HOXC6",136,0,1,0,1,0,0,0
"TXNRD3",591,422,710,541,353,420,429,529
"CFD",147,145,134,436,16,36,55,32
"STPG3",43,1,9,13,9,8,19,17
"MAP1LC3C",27,5,28,41,1,5,7,15
"MCMBP",1402,1298,1782,1893,938,1078,1939,1287
"EME2",766,377,591,781,501,538,480,700
"KLHDC1",301,571,679,633,597,606,1043,662
"ZNF81",1213,1523,2496,2091,1130,1488,1712,1799
"TAF13",484,471,691,762,649,717,885,818
"ZNF780A",1914,1033,1686,1639,1021,1318,1508,1681
"ATAD3A",508,370,505,565,289,463,369,483
"OR5B17",0,0,1,0,0,0,0,2
"OR52M1",44,2,0,0,0,2,1,1
"FAM118B",866,634,1169,1256,581,689,680,923
"ZNF461",643,474,715,665,488,684,611,783
"CCDC180",350,313,433,363,346,359,304,384
"SLC9A8",3162,1413,1809,1299,924,1247,1354,1161
"OCLN",1230,99,351,227,123,131,329,117
"CFAP299",32,7,37,17,54,27,14,31
"H4-16",651,344,517,673,460,468,448,487
"CYP2A13",10,1,0,2,0,0,0,0
"ZNF181",1001,846,1313,1418,1038,1109,1814,1306
"OR8G1",0,0,1,0,1,0,0,0
"INKA2",1227,1666,2068,2499,2135,2685,703,3550
"ZNF44",1207,967,1300,1139,891,1066,1306,1327
"GPAA1",1467,1792,2261,2240,1028,1711,1770,1589
"ADAMTSL2",569,705,905,930,741,1006,1288,922
"SGTB",1501,1973,3238,2682,2963,3600,1526,4673
"ZNF790",783,502,705,697,434,519,674,563
"PRB3",77,15,32,10,21,13,14,31
"CYRIA",2184,3826,6400,6090,3485,6340,1251,7992
"MYO1C",2587,736,1688,1083,657,625,614,531
"NKIRAS1",706,861,1519,1470,1066,1470,786,1856
"OR1S2",0,0,1,0,1,0,0,1
"UGT2B17",10,7,0,6,2,19,107,0
"MEIG1",13,10,23,16,12,18,21,13
"SLC22A12",3,1,9,2,4,3,2,12
"KIF13B",3438,7642,6345,4881,2323,4574,13157,3500
"NRAP",35,16,472,418,34,40,1,69
"ADH5",1742,1947,3201,3734,2054,2464,2253,3174
"SLC22A6",75,89,147,484,160,219,40,278
"H2BC12",1216,417,389,764,259,345,327,380
"TEAD4",144,45,100,61,47,19,25,13
"SPG7",7485,5096,6237,6017,4592,5531,4905,6034
"HRNR",479,160,307,626,454,188,230,668
"IFNA1",8,3,6,4,16,3,3,7
"HES5",62,159,82,260,223,139,55,274
"ZNF677",262,409,535,436,227,370,643,354
"ERO1A",4052,1152,1657,1452,940,1468,812,1475
"ZNF823",278,220,314,343,214,236,260,257
"ZNF311",106,60,103,133,47,79,186,72
"ZNF347",955,1415,1401,1274,734,1033,2077,1309
"OR5H2",1,0,0,0,0,0,0,0
"PLCG2",581,978,1180,1342,296,319,926,348
"FCHSD1",555,533,883,623,500,449,673,431
"ZNF71",618,789,1284,824,628,892,755,1021
"AADACL2",2,2,3,3,3,1,4,3
"S100A6",12049,1393,2666,4069,1141,1219,908,1317
"RPL12",3926,3891,5110,7230,2716,3085,6173,4041
"DNM3",4554,11931,11076,8531,6740,10800,16299,11936
"ZNF121",1760,1540,1862,2100,1251,1562,2211,1726
"MPZL1",3216,1889,2653,3034,995,1602,2220,1545
"VPS13A",6082,4633,7861,6839,5664,7056,2212,8276
"MBP",54462,242182,82012,84062,48024,97670,522191,84688
"ELOVL2",562,925,1906,1723,711,693,738,910
"GOLGA6L9",134,105,134,115,58,180,95,94
"LEKR1",128,45,73,47,55,45,48,52
"C1orf122",592,1060,1096,1452,869,1060,2072,1117
"AL592490",0,1,2,2,2,0,0,3
"CLEC9A",21,35,50,133,34,102,184,86
"KEL",102,701,210,163,131,206,1028,218
"NOL8",1852,1320,1610,1618,754,1180,1779,1243
"IRAK4",666,560,688,855,270,413,809,385
"CCDC151",76,57,158,106,113,83,58,96
"DLGAP2",1713,1925,3119,2606,2905,3637,250,4599
"MRPL42",1784,2393,3035,2494,2142,2839,2916,2982
"ENTPD7",823,653,915,875,507,610,592,579
"FCGR1B",82,243,284,284,66,88,245,79
"SPANXA1",0,0,0,0,0,0,0,0
"ZNF335",1709,1389,1691,1506,1164,1459,1318,1416
"ZNF560",268,42,4,3,4,3,18,6
"TUBA3C",1,2,1,0,0,1,0,0
"RPS4X",5979,7163,8798,10864,6638,6039,10478,7330
"ZNF273",739,606,1192,806,764,879,433,1176
"ZNF84",2257,3136,4298,3909,2332,3387,4022,4469
"MAK16",335,446,602,647,411,571,614,612
"ZNF667",961,1375,1986,1678,1163,2152,1396,2708
"AVPR1B",1,2,4,9,4,8,0,14
"SIRPA",5402,9732,16820,11037,5578,9557,4557,9670
"GRK6",774,805,1094,1178,706,953,959,1013
"PRIM1",134,126,134,155,127,130,185,144
"MARCHF5",789,811,1159,961,591,780,718,853
"POTEH",2,0,1,0,2,0,0,1
"NPIPB13",42,19,59,37,43,13,13,26
"AKR1B10",6,7,5,5,9,1,5,2
"SULT1C4",246,486,737,296,162,233,353,296
"CYP2A7",236,117,147,96,110,129,127,193
"ZBTB14",400,641,797,775,448,571,821,596
"KRTAP9-9",0,0,0,0,0,0,0,0
"CD2AP",2657,656,1044,1183,675,661,944,708
"NUP62CL",49,14,28,22,16,9,22,33
"SFI1",1498,838,1522,1149,1171,1065,764,1154
"KRTAP4-6",0,0,0,0,0,0,0,0
"TMPRSS11F",15,29,30,43,43,14,29,63
"ZNF649",490,962,745,729,390,623,1245,595
"ADH4",16,14,19,12,6,9,23,25
"OR2T6",8,23,12,11,29,16,5,21
"ZNF248",1846,2166,3150,3110,2541,2994,2479,4061
"CHSY3",235,353,549,667,403,525,132,734
"TOR4A",976,145,154,208,46,55,140,43
"LPAR1",2227,10264,7208,6602,3131,5271,19026,5702
"MB",2,9,8,22,14,5,2,20
"OR2L3",43,111,89,60,125,38,74,54
"DEFB107B",0,0,0,0,0,0,0,0
"HIBCH",1345,1523,1670,1761,954,1138,2420,1547
"ZNF544",1316,982,1769,1541,1225,1584,969,1781
"TMEM229B",614,700,1050,982,711,853,512,909
"SOWAHC",439,234,285,284,96,149,308,152
"ZNF770",1731,1651,2692,2466,1589,2356,1573,2710
"NPIPB6",26,15,15,4,15,17,21,19
"HMGN5",64,99,121,153,112,119,135,123
"MIER1",1352,1369,1647,1823,1196,1449,2240,1634
"MAN1A2",4437,5837,9317,9645,10246,9411,7163,11266
"SVIP",798,993,1010,1215,839,1325,1589,1507
"ZNF251",898,1032,1524,1053,812,958,1130,1085
"DDRGK1",1164,1555,1688,2831,1611,1933,2013,2395
"FAM47C",2,3,5,3,4,9,0,2
"TFDP1",2349,1114,1751,1692,879,1095,1131,1298
"CLEC4C",0,0,1,10,9,2,0,1
"ZNF607",797,615,897,756,467,744,802,903
"BPIFA1",4,1,1,0,1,1,0,5
"ZNF334",2203,839,1300,849,839,929,852,1196
"HSD17B11",826,627,926,1002,426,353,853,693
"SZT2",4710,5223,5778,3170,2657,3500,5063,3250
"SULT1C2",2834,131,139,359,38,74,66,79
"ZXDA",309,451,561,512,395,479,687,523
"RPS6KL1",1161,1589,2025,2140,1757,2054,1758,2300
"AC092143",0,0,0,0,0,0,0,0
"CACNA1E",4142,8897,10811,16140,6171,13439,1117,18150
"QRICH1",2236,2376,3028,2976,2119,2587,2478,3031
"FKBP1C",8,19,10,18,5,9,3,15
"DDX42",5488,4833,6935,5632,3681,5322,4733,5968
"RPL23A",1600,1430,1564,2199,1283,1407,1878,1337
"SLC29A3",217,361,499,697,141,263,398,297
"STYX",569,447,495,629,271,381,722,420
"UBL5",1168,1199,1626,2283,1165,1750,1687,1815
"HELZ",5975,5025,7393,6630,3871,5120,4985,5961
"TMEM116",517,499,667,680,586,697,855,964
"KRTAP4-5",0,0,0,0,0,0,0,0
"UCKL1",2060,647,770,584,409,482,745,540
"OR5B21",1,2,0,3,2,1,3,12
"CARD11",574,487,387,500,108,241,642,187
"ZNF485",145,145,186,195,152,166,234,216
"PEG3",6566,9830,16766,12211,9878,15275,6093,17282
"SDAD1",1149,1216,1872,1850,1194,1634,1196,2066
"ZKSCAN8",2889,2788,3352,2249,1696,2224,3339,2751
"PHETA1",179,185,247,336,157,167,189,214
"TMEM239",0,0,0,0,0,1,1,1
"HYLS1",231,133,256,312,230,255,99,359
"MYL4",8,3,8,3,28,1,2,3
"ZNF442",216,182,199,211,191,159,185,250
"ZNF813",326,186,262,281,122,158,313,186
"HOXC4",116,16,6,25,5,1,11,1
"DCAF12L2",30,46,77,102,45,115,22,160
"PIM3",1957,801,866,836,494,651,597,516
"GET3",817,1020,1520,1956,1068,1238,1172,1608
"ASPH",3227,4454,7771,7598,5948,5576,3727,6569
"SPRED2",2842,1225,2308,1333,1068,1418,521,1291
"WWP2",2944,2991,3499,2411,1525,2116,3163,2011
"GFPT1",4552,1920,3304,2858,1651,2703,1736,3098
"UVRAG",1885,2254,2497,2213,1533,1914,3511,2251
"KRTAP13-1",0,0,0,0,0,0,0,0
"ZNF26",1463,1439,1798,1514,960,1442,1390,1594
"TMEM207",0,1,1,2,5,3,0,6
