,C3N-03452,C3N-01197,C3N-02684,C3N-01365,C3N-01191,C3N-03446,C3N-03450,C3N-03026
GEN1,NA,NA,NA,NA,NA,NA,-0.83,NA
GET4,0.25,0.55,0.65,0.42,0.51,0.18,0.05,0.23
GFAP,0.21,-1.12,-0.55,-0.86,1.05,0.05,-0.13,-0.57
GFER,0.08,0.94,0.96,0.71,0.55,0.21,0.28,0.47
GFM1,0.22,0.28,0.27,0.03,-0.28,0.1,-0.06,-0.16
GFM2,0.85,-0.02,0.55,1.1,-0.08,0.12,0.05,0.53
GFOD1,1.35,1.24,1.93,1.54,0.35,1.25,0.84,1.65
GFOD2,0.06,0.13,-0.06,0.55,0.27,0.14,-0.35,-0.19
GFPT1,-0.69,-0.26,-0.52,-0.53,-0.15,0.65,-0.67,-0.57
GFPT2,-1.43,-0.73,-1.16,-1.12,-0.68,-0.91,-1.47,-0.99
GFRA1,1.47,NA,0.83,1.27,NA,0.59,1.03,0.64
GFRA2,1.57,1.8,1.59,1.72,0.25,0.93,1.04,0.95
GFRA3,0.01,-0.2,NA,NA,0.47,NA,NA,0.39
GGA1,0.35,0.44,0.54,0.52,0.2,0.15,0.4,0.4
GGA2,0.04,0.26,-0.05,-0.04,-0.47,-0.18,-0.16,0.32
GGA3,0.75,1.26,1.15,0.99,0.39,0.31,0.67,1.1
GGACT,0.1,0.22,-0.06,1.03,0.1,0.14,-0.54,0.3
GGCT,0.17,0.44,0.56,0.57,0.08,-0.06,0.37,0.33
GGCX,-0.12,-0.65,-0.54,-0.23,-0.2,-0.08,-0.43,0.08
GGH,-0.8,-0.45,-0.79,-0.83,-1.26,-0.68,-0.39,-0.96
GGNBP2,-0.64,1.09,-0.22,0.01,1.54,0.38,-0.26,-0.7
GGPS1,0.37,0.25,0.46,0.07,0.3,0.21,0.4,0.02
GGT1,0.37,-0.59,0.21,-0.3,0.6,0.16,0.21,0.23
GGT5,0,-1.06,-0.71,-0.83,0.08,0.6,-0.19,-0.3
GGT7,1.12,1.64,1.77,1.66,0.11,0.46,0.86,1.12
GHDC,0.14,0.3,0.12,0.32,0,0.11,-0.14,-0.18
GHITM,0.76,1.18,1.68,0.59,0.17,0.18,0.94,1.21
GID4,-0.15,0.44,0.34,0.33,0.28,-0.31,0.29,0.2
GID8,0.4,0.43,0.35,0.6,0.19,-0.24,0.19,0.21
GIGYF1,-0.14,0.74,0.35,0.22,-0.03,0.19,-0.01,-0.09
GIGYF2,-0.44,0.04,-0.07,0.02,-0.2,-0.14,-0.2,-0.17
GIMAP1,-0.12,-0.21,-0.01,-0.12,0.1,0.38,0.59,0.24
GIMAP1-GIMAP5,-0.19,-1,-0.76,-0.67,-0.24,0.25,0.13,-0.23
GIMAP2,-0.94,-0.15,-1.65,-1.28,-0.9,-0.58,-0.73,-0.33
GIMAP4,-0.21,-0.84,-1,-1.19,-0.08,-0.44,0.04,-0.29
GIMAP6,-0.98,-1.31,-0.15,-0.95,-0.73,-0.72,-0.87,-1.34
GIMAP7,-0.01,-1.22,-0.03,-0.33,-0.5,0.1,-0.43,-0.22
GIMAP8,-0.35,-0.83,-0.62,-0.93,-0.31,0.31,-0.28,-0.45
GINS1,NA,NA,-2.17,1.86,NA,0.85,-1.9,NA
GINS2,NA,-0.29,-1.89,-1.29,-0.56,-1.21,-1.29,NA
GINS3,NA,-0.72,-1.53,-0.64,-0.09,-0.46,-1.14,NA
GINS4,-2.42,-0.54,-1.21,-2.76,-1.2,-1.11,-0.47,-1.9
GIPC1,0.39,0.14,0.48,0.15,0.71,0.55,0.59,0.44
GIPC2,NA,NA,NA,NA,NA,NA,0.47,NA
GIPC3,-0.82,NA,NA,-0.38,NA,-0.57,-0.07,-1.28
GIT1,0.79,1.18,1.16,1.28,0.59,0.22,0.85,0.95
GIT2,-0.37,-0.35,-0.25,-0.43,-0.48,-0.18,-0.15,-0.32
GJA1,1.99,0.92,1.2,0.8,1.31,0.67,1.04,0.96
GJB1,0.45,0.2,NA,0.21,2.54,1.07,0.81,1.43
GJB6,1.32,2.26,2.18,2,-0.07,1.51,1.4,1.35
GJC2,0.9,0.85,1.17,1.11,2.69,1.34,1.53,0.62
GK,0.57,0.91,1.03,0.5,0.06,0.22,0.28,0.45
GK5,-0.55,NA,NA,NA,NA,NA,0.37,0.01
GKAP1,-0.09,NA,-0.61,0.19,NA,-0.21,0.32,0.01
GLA,-0.64,-0.76,-0.7,-0.71,-0.68,-0.4,-0.43,-0.45
GLB1,-0.46,-0.63,-0.91,-1.04,-0.66,0.28,-0.61,-0.44
GLB1L2,NA,NA,NA,NA,NA,NA,0.78,NA
GLCCI1,0.22,0.84,0.66,1.15,-0.1,0.49,0.62,0.24
GLCE,-0.08,0.13,-0.69,0.17,-0.49,0.39,-0.21,0.19
GLDC,-1.03,-0.78,-0.85,-0.83,-0.9,-0.89,-0.95,-1.14
GLDN,1.1,1.32,0.06,0.08,1.54,1.22,1.61,1.01
GLE1,-0.27,-0.84,-0.44,-0.54,-0.39,-0.19,-0.33,-0.39
GLG1,-0.41,-0.21,-0.02,-0.15,-0.52,-0.05,-0.37,-0.38
GLI2,NA,-0.24,-0.44,NA,0.06,NA,-0.43,NA
GLI3,NA,NA,NA,-1.26,NA,-0.44,NA,NA
GLIPR1,-1.96,-2.69,-1.83,-1.25,-1.43,-0.61,-0.09,-1.25
GLIPR2,-0.38,-1.09,-0.22,-0.45,0.93,-0.52,-0.23,0.09
GLIS3,-1.38,-0.2,0.39,NA,-1.09,NA,-1.15,-1.79
GLMN,-0.01,0.29,0.2,0.21,-0.03,-0.12,-0.18,0.12
GLMP,0.54,-0.89,-2.4,-0.52,-0.22,-0.12,0,-0.01
GLO1,0.42,0.59,0.46,0.14,0.52,0.29,0.35,0.43
GLOD4,0.02,0.04,0.08,0.3,0.14,-0.31,0.16,0.23
GLRX,-0.15,0,0.22,-0.14,-0.14,0.19,0.32,-0.64
GLRX2,0.54,1.46,1.36,0.51,0.15,0.42,0.55,0.42
GLRX3,0.07,-0.05,0.08,0.01,0.28,0.34,0.03,0.15
GLRX5,0.31,0.34,0.8,0,0,0.37,0.13,0.28
GLS,1.43,1.62,1.78,1.69,0.2,0.87,1.07,1.45
GLS2,1.36,2.52,0.55,1.99,0.53,1.09,0.97,1.39
GLT8D1,-0.43,-0.86,-1.06,-0.12,-0.07,-0.21,-0.66,-0.18
GLT8D2,NA,NA,NA,-0.47,NA,0.11,NA,NA
GLTP,0.84,0.19,0.91,0.73,2.71,1.08,2.31,0.75
GLUD1,0.67,0.81,0.89,0.77,0.89,0.27,0.57,0.99
GLUD2,-0.01,-0.14,0.13,0.81,0.03,0.03,0.01,0.08
GLUL,0.88,1.55,0.94,0.86,-0.33,1.01,0.86,1.35
GLYATL2,NA,NA,NA,NA,NA,NA,NA,NA
GLYR1,-0.75,-0.43,-0.37,-0.44,-0.21,-0.19,-0.35,-0.46
GM2A,0.54,-0.14,0.24,-0.42,1.3,0.53,0.84,0.35
GMDS,0.1,0.06,0.37,0.26,-0.06,0.07,0.11,0.32
GMEB1,-0.64,-0.39,-0.46,-0.81,-0.2,-0.14,-0.14,-0.53
GMEB2,0.71,-1,-0.8,-0.82,-0.29,-0.02,-0.27,0
GMFB,0.24,0.55,0.72,0.61,0.37,-0.15,0.61,0.63
GMFG,-1.53,-1.04,-0.94,-1.81,-0.86,-0.46,-0.83,-1.03
GMIP,-0.23,-0.39,-0.34,-0.33,-0.32,-0.3,0.02,-0.09
GMNN,NA,NA,NA,NA,NA,NA,-1.23,NA
GMPPA,-0.19,0.23,0.17,-0.1,0.36,0.06,-0.13,0.08
GMPPB,0.03,0.17,0.06,0.04,0.11,-0.14,-0.05,0.03
GMPR,0.48,-0.11,-0.09,-0.59,0.54,-0.02,-0.26,-0.53
GMPR2,0.47,0.21,0.33,0.08,0.56,0.35,0.26,0.21
GMPS,0.07,0.49,0.09,0.07,-0.17,0.16,-0.02,-0.11
GNA11,0.26,0.55,0.5,0.46,0.32,-0.08,0.3,0.51
GNA12,0.26,-0.16,0.2,-0.3,0.18,-0.21,-0.08,-0.26
GNA13,0.46,0.04,0.27,-0.06,1.12,-0.05,0.39,0.31
GNA14,0.9,0.87,0.23,3.95,0.41,0.12,0.5,0.78
GNAI1,1.72,1.5,2.69,2.47,1.19,0.91,1.78,1.92
GNAI2,0.58,0,-0.06,0.43,0.55,-0.16,0.3,0.3
GNAI3,0.08,-0.16,0,-0.32,0.18,-0.53,-0.4,-0.18
GNAL,1.38,1.51,0.85,2.47,-0.05,0.59,0.84,1.89
GNAO1,1.51,1.85,1.78,2.09,0.73,0.58,1.54,1.28
GNAQ,1.04,1.21,0.71,1.54,1.23,0.66,1.32,0.96
GNAS,0.03,0.25,-0.18,0.12,0.21,-0.06,-0.09,0.17
GNAZ,1.78,1.94,2.21,2.29,0.89,1.01,1.48,1.55
GNB1,0.88,1.14,0.87,1.28,0.5,0.38,0.69,0.81
GNB1L,0.44,0.24,0.32,0.62,0.01,-0.03,0.33,0.71
GNB2,0.63,0.59,0.5,0.87,0.27,-0.03,0.32,0.29
GNB3,1.94,NA,1.83,NA,NA,NA,NA,1.88
GNB4,0.57,0.42,0.52,0.53,0.26,-0.37,0.12,0.35
GNB5,1,2.08,1.69,1.78,0.62,0.95,1.04,1.06
GNE,-0.45,-0.5,-0.58,-0.62,-0.54,0.02,-0.36,-0.35
GNG11,1.1,0.55,-0.04,-0.71,0.15,0.48,-0.35,0.47
GNG12,0.1,-0.64,-0.28,-0.58,0.12,-0.65,-0.09,-0.12
GNG13,1.2,1.96,2.05,2.09,0.68,1.64,1.37,2.06
GNG2,1.07,1.24,2.01,2.03,0.16,0.31,1.29,1.67
GNG3,1.17,1.94,1.62,2.38,0.38,0.78,1.37,1.22
GNG4,0.46,1.19,1.58,1.34,-0.09,-0.2,0.88,0.56
GNG5,0.53,-0.45,-0.21,-0.81,-0.38,-0.63,-0.44,0.29
GNG7,1.03,0.72,1.28,1.06,0.69,0.28,1.18,1.04
GNG8,1.09,0.92,1.89,1.45,2.67,0.9,1.67,1.09
GNGT2,-0.08,-0.29,-0.64,NA,-0.23,NA,NA,-0.14
GNL1,0.5,0.92,0.71,1.14,0.44,0.27,0.41,0.37
GNL2,-0.38,-0.62,-0.57,-0.8,-0.59,-0.34,-0.53,-0.66
GNL3,-0.75,-0.95,-0.58,-0.86,-1.34,0.14,-0.85,-0.88
GNL3L,-0.85,-0.33,-0.62,-0.86,-0.18,-0.49,-0.52,-0.76
GNPAT,-0.22,-0.12,0.16,-0.33,-0.26,0.1,0.06,-0.23
GNPDA1,-0.01,0.17,0.03,-0.19,-0.04,-0.24,-0.07,0.3
GNPDA2,0.44,0.59,0.61,0.4,0.51,-0.03,0.37,0.48
GNPNAT1,-0.14,-0.52,-0.53,-0.62,0.02,0.53,0.07,-0.25
GNPTAB,-0.58,-0.04,-0.18,-0.1,0.09,0.04,-0.06,-0.15
GNPTG,-0.11,0.01,-0.05,0.49,0.11,0.07,0.22,0.28
GNS,-0.53,-1.11,-0.99,-1.06,-0.73,-0.16,-0.5,-0.81
GOLGA1,-0.4,-0.56,-0.38,-0.63,-0.44,-0.15,-0.29,-0.58
GOLGA2,-0.49,-0.51,-0.47,-0.62,-0.57,-0.09,-0.37,-0.54
GOLGA3,-0.02,0.09,0.19,0.19,-0.24,0.02,0.05,0.24
GOLGA4,-0.38,-0.29,-0.11,-0.42,0.02,-0.02,-0.15,-0.24
GOLGA5,-0.26,-0.51,-0.26,-0.17,-0.24,0.46,-0.15,-0.46
GOLGA6L2,NA,NA,NA,-1.04,NA,-0.37,0.71,NA
GOLGA7,0.44,0.71,0.31,1.01,1.15,0.18,1.13,0.52
GOLGA7B,0.98,1.26,1.93,0.65,0.89,0.54,1.29,0.89
GOLGB1,-0.54,-0.59,-0.32,-0.46,-0.51,0.23,-0.39,-0.51
GOLIM4,-1.22,-1.45,-1.29,-1.7,-0.97,-1.01,-1.03,-1.34
GOLM1,-0.2,-0.6,-0.25,-0.62,-0.6,0.95,-0.5,-0.38
GOLPH3,-0.67,-0.25,-0.27,-0.26,0.11,1.01,-0.28,-0.34
GOLPH3L,-0.53,-0.19,-0.2,-0.37,-0.23,0.98,-1,-0.17
GOLT1B,0.04,0.3,-0.01,0.35,0.34,-0.21,0.33,-0.09
GON4L,-0.9,0.24,0.31,0.23,-0.14,-0.09,-0.82,-0.79
GON7,0.06,-0.65,-0.29,-0.37,-0.09,0.14,-0.29,-0.1
GOPC,0.17,0.84,0.55,0.63,0.24,0.3,0.27,0.23
GORAB,-0.73,-0.3,-0.28,-0.78,-0.01,0.01,-0.17,-0.41
GORASP1,-0.2,-0.42,-0.56,-0.15,-0.27,-0.19,-0.32,-0.3
GORASP2,0.13,0.19,-0.03,0.26,-0.4,0.37,-0.33,0
GOSR1,-0.35,0.08,0.02,-0.16,-0.71,0.37,-0.05,-0.33
GOSR2,0.1,-0.18,-0.17,0.35,-0.15,-0.39,-0.03,-0.24
GOT1,1.34,2.2,1.64,1.83,1.2,1.07,1.42,1.37
GOT2,1.45,2.02,1.87,1.74,0.42,1.14,1.63,1.5
GP1BA,-0.19,0.11,-0.89,-0.22,0.46,-1.21,0.21,-0.4
GP1BB,-0.39,-0.86,-0.9,-0.24,-0.1,-0.79,-1.12,-0.62
GP5,-0.45,-0.12,-1.05,-1.01,-0.35,-2.16,-0.79,-0.47
GP9,0.44,-0.18,-0.45,0.45,0.21,-0.67,-0.29,0.22
GPAA1,-0.4,-0.17,0.14,-0.11,-0.22,-0.06,-0.19,-0.2
GPALPP1,-0.31,-0.22,-0.31,0.19,-0.1,-0.15,0.06,-0.11
GPAM,0.47,NA,-0.14,-0.19,NA,0.16,1.11,-0.11
GPAT4,-0.41,-0.41,0.14,0.41,-0.1,-0.17,0.05,-0.15
GPATCH1,-1.05,-1.24,-1.07,-0.69,-0.8,0.22,-0.96,-1.23
GPATCH11,-0.86,-1.17,-0.69,-1.03,-0.99,-0.68,-0.53,-0.47
GPATCH2,NA,0.21,-0.37,0.13,0.41,-0.41,0.23,NA
GPATCH2L,-0.45,0.02,-0.03,NA,-0.55,NA,0.5,-0.19
GPATCH4,-1.74,-1.05,-0.72,-0.37,-0.74,-0.62,-0.76,-1.25
GPATCH8,-0.68,-0.49,-0.54,-0.6,0,-0.33,-0.39,-0.92
GPBP1,NA,1.26,-0.24,-0.01,0.66,-0.2,-0.11,NA
GPBP1L1,-0.82,-0.2,-0.57,-0.38,-0.02,-0.97,NA,-0.84
GPC1,-0.35,-0.42,0.05,0.14,-0.94,-1.11,-0.55,-0.32
GPC2,NA,NA,NA,0.02,NA,-0.66,-0.14,NA
GPC4,-0.09,-0.2,0.48,0.66,-0.01,-0.29,-0.13,0.62
GPC5,1.4,1.45,1.78,1.91,0.48,0.42,0.87,1.32
GPC6,-0.01,-0.21,0.24,-0.46,0.04,0.01,-0.44,0.01
GPCPD1,0.07,1.03,0.21,0.16,0.37,0.92,0.34,0
GPD1,0.19,-0.49,0.6,0.28,2.34,0.41,1.15,0.17
GPD1L,0.74,1.03,1.36,1.27,0.72,1.04,0.99,0.89
GPD2,0.84,0.77,1,1.1,-0.14,0.38,0.5,1.11
GPHN,0.7,1.11,0.88,0.9,0.29,0.5,0.66,0.87
GPI,0.67,0.64,0.69,0.66,0.54,0.48,0.62,0.53
GPKOW,-0.56,-0.08,-0.28,-0.55,-0.36,-0.15,-0.34,-0.24
GPLD1,-0.34,-0.34,-1.05,-0.96,-0.04,0.11,-0.06,-0.83
GPM6A,1.67,2.3,1.84,1.99,0.48,0.57,1.55,1.1
GPM6B,1.31,1.31,1.59,1.56,0.92,0.57,1.56,1.27
GPN1,-0.03,0.14,-0.19,0.16,-0.03,-0.02,0.08,-0.22
GPN2,0.28,0.15,-1.27,0.07,0.14,-0.26,0.41,0.26
GPN3,-0.26,0.19,-0.32,0.42,0.73,0.66,-0.06,-0.37
GPNMB,0.22,-2.42,-0.54,-0.91,-1.17,-0.2,-0.76,0.24
GPR107,-0.48,0.15,0.29,0.21,0.08,0.07,0.06,-0.5
GPR108,-0.76,-0.74,-0.79,-0.62,-0.63,0.45,-0.75,-0.77
GPR137B,NA,NA,-0.7,NA,NA,NA,-0.45,NA
GPR150,1.49,2,2.86,3.03,0.44,0,1.61,2.02
GPR155,-0.08,NA,0.42,0.28,NA,-0.47,0.7,0.62
GPR158,1.49,2.14,1.43,1.68,0.11,0.84,1.14,1.03
GPR162,0.81,1.96,NA,1.73,0.9,0.46,0.42,0.85
GPR17,0.31,-0.57,0.4,0.2,1.42,-0.52,0.91,0.42
GPR180,0.16,0.11,-0.76,0.4,-0.31,0.7,0.63,0.11
GPR34,0.32,NA,NA,0.05,NA,-0.29,NA,0.54
GPR37,NA,0.67,1.05,NA,0.82,NA,1.08,NA
GPR37L1,0.89,1.93,1.35,1.62,1.24,0.86,1.16,1.21
GPR75,NA,NA,0.59,0.22,NA,-0.59,NA,NA
GPR84,NA,NA,-0.32,NA,NA,NA,0.33,NA
GPR89A,0.11,-0.56,-0.1,-0.39,-0.11,-0.16,0.03,0.05
GPRASP1,0.41,0.94,0.82,0.67,0.16,-0.01,0.44,0.52
GPRC5A,NA,-0.7,-1.71,0.84,-0.1,2.64,NA,NA
GPRC5B,0.88,0.67,0.9,0.79,1.69,0.48,1.67,1.06
GPRC5C,0.44,-0.04,0.53,NA,0.19,NA,1.23,0.64
GPRIN1,1.14,1.57,2,2.16,-0.35,0.45,1.17,1.68
GPRIN3,0.45,0.98,1.28,1.13,-0.24,0.45,0.69,0.54
GPS1,0.23,0.67,0.61,0.72,0.45,0.06,0.28,0.43
GPS2,-0.95,-0.75,-0.8,-0.88,-0.51,-0.09,-0.77,-0.89
GPSM1,0.21,0.61,0.6,0.95,0.15,-0.18,0.5,0.21
GPSM2,-0.37,0.14,-0.29,-0.24,0.66,-0.67,0.41,-0.03
GPSM3,-0.54,-0.4,-0.77,-0.48,-0.33,-0.21,0.01,-0.81
GPT,1.47,1.03,1.21,0.62,1.01,0.2,0.95,0.89
GPT2,0.19,-0.65,-0.06,-0.4,-0.31,-0.1,-0.25,0.05
GPX1,-0.05,0,-0.16,-0.21,-0.08,0.2,0.08,0.08
GPX2,0.35,-0.25,NA,NA,0.27,NA,0.27,0.03
GPX3,-0.54,-0.58,-1.1,-1.76,-0.13,0.1,-0.09,-1.27
GPX4,0.7,0.82,0.85,0.79,0.83,0.54,0.51,0.88
GPX7,-0.04,-1.36,-1.04,-1.37,-1.26,-1,-1.43,-1.21
GPX8,-0.22,-1.09,-0.36,-0.41,-0.43,0.23,-0.55,-0.58
GRAMD1A,-0.02,-0.16,0.04,-0.17,0.09,-0.2,0.31,-0.22
GRAMD1B,0.36,1.52,1.53,1.16,0.25,0.32,0.56,0.43
GRAMD1C,0.64,0.51,0.55,0.25,0.1,0.14,-0.29,0.34
GRAMD2B,0.36,0.11,-0.17,-0.43,-0.2,-0.27,0.13,-0.36
GRAMD4,0.48,-0.1,0.15,-0.17,-0.15,-0.29,-0.08,0.02
GRAP,-0.33,-1.06,0.38,-0.28,-1.07,-0.42,-0.14,-0.3
GRAP2,-0.08,-0.64,NA,NA,-0.43,NA,0.55,-0.05
GRASP,1.48,NA,0.89,2.25,NA,0.62,NA,1.19
GRB10,-0.41,-0.35,-0.04,0.2,-0.36,-0.3,-0.09,-0.5
GRB14,NA,1.54,NA,1.34,1.04,0.01,0.52,NA
GRB2,0.4,0.36,0.57,0.5,0.52,0.24,0.46,0.73
GRB7,NA,0.08,NA,-1.22,0.22,3.96,0.42,NA
GREM1,0.73,0.48,0.36,1.29,1.5,-0.56,2.46,0.5
GRHL2,NA,0.34,NA,NA,0.06,NA,0.01,NA
GRHPR,0.46,0.44,0.5,0.47,1.05,0.35,0.65,0.46
GRIA1,1.15,1.53,1.73,2.26,-0.43,0.19,1.12,1.61
GRIA2,1.12,1.86,1.94,2.46,-0.14,0.54,1.2,1.62
GRIA3,0.88,1.93,1.97,2.19,-0.28,0.51,1.04,1.01
GRIA4,0.89,1.3,1.09,1.67,0.12,0.2,0.6,1.26
GRID1,0.48,1.28,1.11,1.15,0.92,0.37,0.63,0.87
GRID2,-0.26,NA,0.06,0.52,NA,-0.19,0,-0.03
GRIK2,0.44,1.14,1.2,1.07,0.27,-0.3,0.38,0.59
GRIK3,-0.26,-0.27,-0.24,-0.05,-1.41,-0.93,-0.67,-0.25
GRIN1,1.22,2.23,2.51,2.81,-0.43,0.98,1.33,1.72
GRIN2A,1.25,2.6,1.72,2.32,-0.41,1.13,1.25,1.27
GRIN2B,1.28,1.68,2.59,2.68,0.09,0.62,1.43,1.67
GRIP1,1.15,2.47,1.49,1.73,0.57,0.73,1.32,1.34
GRIPAP1,0.68,0.94,1.12,1.18,0.28,0.31,0.76,0.97
GRK2,0.88,1.14,1.17,1.09,-0.13,0.55,0.67,1.01
GRK3,1.73,1.35,2.1,1.11,0.17,0.63,1.52,1.62
GRK5,0.8,1.12,0.99,0.74,0.2,0.17,0.5,0.59
GRK6,0.8,0.87,0.81,0.67,0.82,0.03,0.66,0.95
GRM1,1.1,1.55,2.65,2.26,0.36,0.24,1.42,1.88
GRM2,1.54,1.81,2.06,2.22,0.32,0.46,1.42,1.27
GRM3,1.29,1.49,2.05,2.26,0.8,0.6,1.18,1.84
GRM4,1.16,1.51,2.17,1.2,0.9,0.79,NA,1.3
GRM5,1.13,1.51,1.94,2.36,-0.09,0.7,1.53,1.69
GRM7,1.17,1.56,2.13,2.11,0.31,0.31,1.32,1.18
GRN,-0.18,-0.93,-0.33,-0.56,-0.02,0.8,-0.06,0.08
GRPEL1,0.17,0.24,0.67,-0.01,-0.09,0.15,0.05,0.19
GRPEL2,NA,-0.25,-0.85,-1.02,-1.09,-1.19,-1.19,NA
GRSF1,0.31,-0.12,0.36,-0.02,-0.06,-0.04,-0.07,0.08
GRTP1,NA,NA,0.72,0.39,NA,0.42,0.56,NA
GRWD1,-1.41,-0.74,-0.32,-0.64,-0.47,-0.49,-0.81,-1.1
GSDMA,NA,NA,0.25,0.27,NA,-0.47,0.2,NA
GSDMD,-0.36,-0.21,-0.51,-0.7,-0.2,-0.4,-0.79,-0.01
GSDME,-0.57,-0.62,-0.7,-0.85,-0.47,-0.8,-0.78,-0.57
GSE1,0.03,-0.15,NA,-0.74,0.58,0.14,0,0.01
GSK3A,0.91,1.52,0.83,1.37,0.58,0.57,0.85,1.08
GSK3B,0.51,0.98,0.85,0.92,0.17,0.21,0.34,0.55
GSKIP,0.6,1.14,1,1.2,0.56,0.63,0.47,0.76
GSN,0.15,-0.54,-0.15,-0.31,0.99,0.1,0.81,0.02
GSPT1,-0.01,-0.37,-0.35,-0.17,-0.07,0.04,-0.05,-0.09
GSPT2,-0.1,-0.08,0.09,0.01,-0.27,-0.51,-0.24,-0.03
GSR,0.24,0.27,0.47,0.36,0.34,0.27,0.11,0.34
GSS,0.15,0.63,0.84,0.42,0.08,0.37,0.51,0
GSTA1,0.23,-0.02,NA,0.07,0.65,4.15,0.9,-0.14
GSTA4,0.18,0.05,0.52,-0.05,0.13,-0.11,0.04,0.22
GSTCD,-0.28,-0.48,-0.43,-0.48,0.17,-0.4,-0.24,-0.43
GSTK1,-0.27,-0.43,-0.54,-0.68,-0.27,-0.3,-0.44,-0.31
GSTM1,1.53,-2.21,1.08,0.94,1.62,-1.55,-4.69,-1.95
GSTM2,0.4,0.49,0.46,0.06,0.81,0.19,0.46,0.31
GSTM3,1.05,0.81,1.13,1.17,0.7,0.45,0.67,0.53
GSTM4,0.32,-0.92,-0.36,-1.99,0.51,-2.05,-1.81,-0.76
GSTM5,0.47,2.14,3.2,1.11,2.74,0.11,1.35,2.2
GSTO1,0.57,0.55,0.54,0.38,0.78,0.59,0.72,0.56
GSTP1,-0.19,-0.68,-0.19,-0.64,-0.01,0.83,-0.16,-0.22
GSTT1,0.49,-1.1,-0.91,0.59,1.36,0.66,0.64,0.25
GSTT2,-0.67,-1.55,-1.33,-1.32,-0.7,0.46,0.36,0
GSTZ1,0.42,0.42,0.24,0.23,0.8,0.17,0.4,0.29
GTDC1,0.69,0.95,0.98,0.72,0.6,0,0.64,0.45
GTF2A1,-0.63,-0.58,-0.55,-0.73,-0.51,1.81,-0.18,-0.57
GTF2A2,-0.56,-0.29,-0.9,-0.2,-0.75,-0.24,-0.61,-0.64
GTF2B,-0.29,-0.35,-0.97,-0.19,-0.36,-0.36,-0.49,-0.3
GTF2E1,-0.2,-0.93,-0.4,0.14,-0.41,-0.03,0.31,-0.02
GTF2E2,-0.06,-0.54,-0.81,-0.64,-0.36,-0.22,-0.38,-0.84
GTF2F1,-0.94,-1.01,-0.97,-0.88,-0.51,-0.5,-0.66,-0.87
GTF2F2,-1.14,-0.99,-1.07,-1.17,-0.53,-0.29,-0.62,-1.01
GTF2H1,0.06,0.13,-0.16,0.02,-0.35,0.19,-0.57,0.03
GTF2H2,-0.24,-0.42,-0.35,0.39,-0.35,-0.19,-0.2,-0.41
GTF2H3,-0.47,-0.54,0.68,-0.6,-0.35,0.16,-0.48,-0.4
GTF2H4,-0.03,-0.52,-0.16,-0.16,-0.68,0.23,-0.64,-0.2
GTF2H5,-0.8,0.19,0.44,0.02,0.17,0.23,-0.16,-0.56
GTF2I,-1.16,-0.97,-0.94,-1.29,-0.59,-0.23,-0.71,-1.03
GTF2IRD2,NA,NA,NA,-0.52,NA,-0.24,NA,NA
GTF3A,-0.71,-1.08,-0.69,0.48,-0.54,0.05,0,-0.6
GTF3C1,-0.85,-0.77,-0.81,-0.93,-0.38,-0.13,-0.54,-1.06
GTF3C2,-0.65,-0.46,-0.06,-0.87,-0.28,-0.17,-0.15,-0.76
GTF3C3,-0.88,-1.18,-0.64,-0.71,-0.41,0.14,-0.34,-0.86
GTF3C4,-0.81,-0.48,-0.57,-0.79,-0.15,-0.16,-0.72,-0.68
GTF3C5,-0.74,-0.77,-0.47,-0.47,-0.33,-0.14,-0.24,-0.7
GTF3C6,-0.68,-0.51,-0.96,-0.62,-0.47,-0.06,-0.46,-0.56
GTPBP1,0.14,0.11,0.02,0.1,0.32,0.13,0.12,0.06
GTPBP10,0.03,0.01,0.26,0.2,-0.24,0.07,-0.05,-0.23
GTPBP2,-0.92,-0.18,-0.9,-0.52,-0.32,-0.47,-0.24,-0.81
GTPBP3,0.26,NA,0.58,0.68,NA,0.44,0.37,0.6
GTPBP4,-0.6,-0.46,-0.66,-0.83,-0.56,-0.17,-0.69,-0.72
GTPBP6,0.03,-0.18,-0.25,-0.29,0.17,-0.06,0.21,-0.34
GTPBP8,NA,0.97,NA,0.28,0.34,-0.19,0.25,NA
GTSE1,-1.09,-1.87,NA,NA,-2.04,NA,-1.78,-1.55
GTSF1,-0.06,NA,NA,-0.69,NA,-0.28,0.47,0.52
GUCY1A1,0.97,1.14,1.5,1.92,1.76,0.58,1.29,1.6
GUCY1A2,0.87,1.71,1.25,1.3,-0.14,0.58,0.52,1
GUCY1B1,1,1.56,1.33,1.42,0.8,0.57,1.1,1.35
GUF1,0.77,0.85,0.93,0.94,0.24,0.16,0.19,0.69
GUK1,0.53,0.51,1.01,0.95,0.47,0.3,0.74,0.68
GULP1,0.05,-0.08,-0.49,-0.94,0.27,-0.57,-0.45,-1
GUSB,-0.74,-0.86,-0.83,-0.44,-0.11,0.05,-0.08,-0.52
GXYLT1,-0.41,-2.33,0.21,-0.1,-0.57,-0.07,0.2,-0.33
GYG1,0.48,-0.28,0.15,-0.52,0.26,0.16,0.4,-0.13
GYG2,0.58,-0.5,-0.14,-0.55,0.82,-0.04,-0.05,-0.73
GYPA,-0.16,0.25,0.2,0.09,0.06,-0.22,-0.47,-0.33
GYPC,-0.49,NA,-0.48,0.81,NA,0.66,0.96,-0.5
